Period\Unit:,[Argentine peso ],[Australian dollar ],[Bulgarian lev ],[Brazilian real ],[Canadian dollar ],[Swiss franc ],[Chinese yuan renminbi ],[Cypriot pound ],[Czech koruna ],[Danish krone ],[Algerian dinar ],[Estonian kroon ],[UK pound sterling ],[Greek drachma ],[Hong Kong dollar ],[Croatian kuna ],[Hungarian forint ],[Indonesian rupiah ],[Israeli shekel ],[Indian rupee ],[Iceland krona ],[Japanese yen ],[Korean won ],[Lithuanian litas ],[Latvian lats ],[Moroccan dirham ],[Maltese lira ],[Mexican peso ],[Malaysian ringgit ],[Norwegian krone ],[New Zealand dollar ],[Philippine peso ],[Polish zloty ],[Romanian leu ],[Russian rouble ],[Swedish krona ],[Singapore dollar ],[Slovenian tolar ],[Slovak koruna ],[Thai baht ],[Turkish lira ],[New Taiwan dollar ],[US dollar ],[South African rand ]
2005-06-10,3.54000,1.5952,1.9556,3.0355,1.5324,1.5348,10.1213,0.57400,30.003,7.4448,90.2821,15.6466,0.67040,,9.5126,7.3050,249.97,11739.84,5.4262,53.2470,78.80,131.42,1230.60,3.45280,0.6960,11.0164,0.4293,13.2914,4.6480,7.8375,1.7194,67.412,4.0270,3.6133,34.8050,9.2228,2.0372,239.5100,38.651,49.7010,1.6652,38.298,1.2229,8.2237
2005-06-09,3.54000,1.5946,1.9558,3.0452,1.5347,1.5343,10.1296,0.57430,30.070,7.4457,90.0521,15.6466,0.67130,,9.5239,7.3130,250.56,11780.04,5.4234,53.2130,78.73,131.37,1228.98,3.45280,0.6960,11.0180,0.4293,13.3439,4.6518,7.9135,1.7165,67.315,4.0642,3.6175,34.8190,9.2010,2.0353,239.4900,38.685,49.8210,1.6741,38.314,1.2239,8.3424
2005-06-08,3.57000,1.6013,1.9557,3.0183,1.5351,1.5336,10.2000,0.57440,30.094,7.4446,90.4802,15.6466,0.67095,,9.5893,7.3150,249.98,11812.55,5.4313,53.5790,78.54,131.69,1239.49,3.45280,0.6962,11.0424,0.4293,13.3929,4.6831,7.9000,1.7221,67.418,4.0611,3.6144,34.9500,9.1930,2.0462,239.5200,38.575,49.9950,1.6840,38.539,1.2324,8.2235
2005-06-07,3.55000,1.6010,1.9558,3.0076,1.5286,1.5303,10.1677,0.57450,30.093,7.4427,90.2628,15.6466,0.67155,,9.5588,7.3255,249.45,11738.32,5.4120,53.4460,78.56,131.13,1234.03,3.45280,0.6960,11.0298,0.4293,13.3264,4.6683,7.8570,1.7220,66.953,4.0590,3.6178,34.8930,9.1304,2.0390,239.5200,38.598,49.7650,1.6719,38.348,1.2285,8.1201
2005-06-06,3.56000,1.6104,1.9558,3.0060,1.5284,1.5319,10.1569,0.57460,30.163,7.4395,90.2973,15.6466,0.67480,,9.5504,7.3320,249.36,11772.53,5.4140,53.4890,79.38,131.44,1237.63,3.45280,0.6959,11.0223,0.4293,13.3413,4.6634,7.8725,1.7372,66.910,4.0893,3.6208,34.8820,9.1357,2.0405,239.4700,38.739,49.7900,1.6741,38.328,1.2272,8.2938
2005-06-03,3.55000,1.6241,1.9557,2.9569,1.5311,1.5359,10.1710,0.57470,30.174,7.4399,90.5613,15.6466,0.67570,,9.5645,7.3248,250.63,11772.86,5.4161,53.5990,80.66,132.57,1238.12,3.45280,0.6959,11.0288,0.4293,13.2765,4.6698,7.8980,1.7498,67.006,4.1158,3.6150,34.8500,9.1410,2.0493,239.5000,38.769,50.0350,1.6793,38.465,1.2289,8.3573
2005-06-02,3.54000,1.6305,1.9558,2.9941,1.5300,1.5348,10.1495,0.57510,30.355,7.4405,90.1944,15.6466,0.67535,,9.5444,7.3210,252.79,11741.82,5.4129,53.5370,79.77,132.72,1241.81,3.45280,0.6960,11.0176,0.4293,13.2881,4.6599,7.9060,1.7528,66.901,4.1198,3.6164,34.7720,9.1528,2.0515,239.5000,38.896,49.8940,1.6549,38.503,1.2263,8.4172
2005-06-01,3.54000,1.6347,1.9559,2.9500,1.5341,1.5310,10.1205,0.57510,30.405,7.4404,90.3346,15.6466,0.67545,,9.5183,7.3255,254.09,11708.31,5.4094,53.4950,79.14,132.84,1236.01,3.45280,0.6960,11.0076,0.4293,13.3167,4.6466,7.9170,1.7511,66.710,4.1622,3.6199,34.7280,9.1400,2.0491,239.5000,39.185,49.8640,1.6718,38.397,1.2228,8.4664
2005-05-31,3.57000,1.6309,1.9554,2.9283,1.5531,1.5372,10.2058,0.57600,30.372,7.4423,90.8041,15.6466,0.67710,,9.5926,7.3270,253.60,11723.70,5.4434,53.9430,79.81,133.47,1242.90,3.45280,0.6960,11.0239,0.4293,13.4272,4.6858,7.9390,1.7454,67.229,4.1160,3.6215,34.8370,9.1608,2.0552,239.4800,39.064,50.0580,1.6748,38.683,1.2331,8.2849
2005-05-30,3.62000,1.6386,1.9558,2.9771,1.5679,1.5447,10.3225,0.57630,30.477,7.4427,91.1953,15.6466,0.68495,,9.7025,7.3200,254.01,11830.94,5.4920,54.3630,80.56,134.68,1250.38,3.45280,0.6960,11.0402,0.4293,13.5952,4.7393,7.9585,1.7512,67.866,4.1440,3.6195,35.0610,9.1768,2.0720,239.5200,39.134,50.3700,1.7134,39.066,1.2472,8.2824
2005-05-27,3.63000,1.6475,1.9558,3.0130,1.5845,1.5479,10.3878,0.57640,30.516,7.4434,90.9803,15.6466,0.68710,,9.7623,7.3150,253.16,11907.76,5.5250,54.6290,81.13,135.27,1258.36,3.45280,0.6962,11.0598,0.4293,13.7399,4.7693,7.9710,1.7590,68.246,4.1617,3.6168,35.2350,9.1975,2.0816,239.5300,39.189,50.7790,1.7280,39.351,1.2551,8.3279
2005-05-26,3.63000,1.6473,1.9559,3.0339,1.5886,1.5472,10.3647,0.57640,30.495,7.4438,91.7496,15.6466,0.68740,,9.7439,7.3180,254.26,11884.33,5.5192,54.5030,81.02,135.58,1254.55,3.45280,0.6959,11.0642,0.4293,13.7118,4.7586,8.0090,1.7595,68.282,4.1775,3.6144,35.1800,9.2000,2.0801,239.5200,39.210,50.5990,1.7358,39.319,1.2523,8.2949
2005-05-25,3.63000,1.6528,1.9555,3.0378,1.5831,1.5458,10.3986,0.57670,30.546,7.4468,92.6586,15.6466,0.68785,,9.7770,7.3151,255.18,11906.27,5.5145,54.7040,81.11,135.33,1257.28,3.45280,0.6960,11.0474,0.4293,13.7614,4.7742,8.0560,1.7648,68.392,4.1834,3.6175,35.2300,9.1783,2.0828,239.5200,39.215,50.4860,1.7455,39.393,1.2564,8.2404
2005-05-24,3.66000,1.6527,1.9620,3.0673,1.5893,1.5467,10.4425,0.57670,30.351,7.4484,91.9052,15.6466,0.68765,,9.8146,7.3130,253.90,11948.30,5.5238,54.8970,81.03,135.39,1262.84,3.45280,0.6960,11.0597,0.4293,13.8083,4.7944,8.0885,1.7662,68.794,4.1808,3.6163,35.3360,9.1812,2.0877,239.4800,38.975,50.4870,1.7504,39.557,1.2617,8.2052
2005-05-23,3.63000,1.6599,1.9558,3.0563,1.5848,1.5467,10.3854,0.57670,30.354,7.4491,91.5261,15.6466,0.68630,,9.7717,7.3260,252.45,11882.96,5.4977,54.6110,81.93,135.45,1260.13,3.45280,0.6962,11.0422,0.4293,13.7454,4.7681,8.1130,1.7729,68.650,4.1796,3.6165,35.2150,9.1800,2.0839,239.5000,39.040,50.3030,1.7422,39.408,1.2548,8.2345
2005-05-20,3.65000,1.6636,1.9559,3.0805,1.5890,1.5483,10.4342,0.57690,30.240,7.4470,92.0248,15.6466,0.68715,,9.8224,7.3210,251.95,11913.62,5.5083,54.7970,81.96,135.98,1266.25,3.45280,0.6960,11.0546,0.4293,13.8262,4.7906,8.1345,1.7761,68.803,4.1736,3.6173,35.2950,9.1885,2.0906,239.5000,38.910,50.3720,1.7228,39.490,1.2607,8.0849
2005-05-19,3.66000,1.6669,1.9559,3.0909,1.5952,1.5433,10.4632,0.57720,30.205,7.4462,91.9288,15.6466,0.68720,,9.8498,7.3220,251.45,11946.69,5.5102,54.9500,82.13,135.62,1270.65,3.45280,0.6963,11.0557,0.4293,13.8228,4.8039,8.1135,1.7765,69.057,4.1615,3.6144,35.3400,9.1910,2.0913,239.5200,38.890,50.4560,1.7266,39.554,1.2642,8.0987
2005-05-18,3.65000,1.6690,1.9559,3.1308,1.5976,1.5426,10.4458,0.57700,30.268,7.4457,92.3246,15.6466,0.68835,,9.8395,7.3300,252.65,11926.85,5.5191,54.8530,82.94,135.44,1268.66,3.45280,0.6961,11.0594,0.4293,13.8525,4.7959,8.0940,1.7821,68.879,4.1973,3.6151,35.3530,9.2162,2.0858,239.5000,39.038,50.3260,1.7380,39.612,1.2621,8.1191
2005-05-17,3.65000,1.6701,1.9559,3.1378,1.6049,1.5430,10.4582,0.57700,30.270,7.4430,92.1743,15.6466,0.68735,,9.8552,7.3150,252.98,11909.43,5.5249,54.9540,83.29,135.52,1269.41,3.45280,0.6960,11.0615,0.4293,13.9303,4.8016,8.0956,1.7823,68.658,4.2133,3.6120,35.3750,9.2260,2.0934,239.5000,39.075,50.3710,1.7460,39.641,1.2636,8.1124
2005-05-16,3.65000,1.6698,1.9559,3.1286,1.6016,1.5445,10.4416,0.57730,30.155,7.4424,91.9726,15.6466,0.68690,,9.8394,7.3100,252.70,11953.66,5.5267,54.8870,84.25,135.63,1273.21,3.45280,0.6961,11.0583,0.4293,13.9295,4.7940,8.1136,1.7857,68.776,4.2237,3.6156,35.3370,9.2240,2.0947,239.4900,39.150,50.3120,1.7469,39.635,1.2616,8.0468
2005-05-13,3.66000,1.6581,1.9559,3.1310,1.5840,1.5449,10.4574,0.57750,30.000,7.4427,91.9449,15.6466,0.68015,,9.8538,7.3090,250.56,11971.66,5.5367,54.7920,84.25,135.20,1265.52,3.45280,0.6961,11.0569,0.4293,13.9360,4.8012,8.0960,1.7712,68.513,4.1656,3.6168,35.2900,9.2067,2.0939,239.5000,38.888,49.9480,1.7298,39.559,1.2635,8.0115
2005-05-12,3.70000,1.6565,1.9559,3.1413,1.5955,1.5461,10.5699,0.57830,29.930,7.4428,92.9674,15.6466,0.68330,,9.9582,7.3250,250.38,12094.14,5.5810,55.2970,84.29,135.66,1276.59,3.45280,0.6959,11.0783,0.4293,14.0845,4.8529,8.0920,1.7675,69.187,4.1402,3.6114,35.5930,9.2105,2.1088,239.5200,38.818,50.3670,1.7316,39.922,1.2771,7.9643
2005-05-11,3.73000,1.6543,1.9559,3.1775,1.6001,1.5443,10.6618,0.57840,30.050,7.4433,94.0672,15.6466,0.68410,,10.0449,7.3320,250.68,12181.22,5.6207,55.7440,83.49,135.70,1288.20,3.45280,0.6960,11.0978,0.4293,14.2211,4.8951,8.0830,1.7570,69.800,4.1695,3.6196,35.8320,9.2008,2.1148,239.5100,38.910,50.6990,1.7636,40.203,1.2882,7.9453
2005-05-10,3.72000,1.6615,1.9559,3.1482,1.5918,1.5467,10.6386,0.57910,30.035,7.4419,92.9031,15.6466,0.68280,,10.0241,7.3250,251.33,12153.46,5.5894,55.8520,83.21,135.86,1284.24,3.45280,0.6960,11.0939,0.4293,14.1252,4.8844,8.0910,1.7596,69.637,4.1673,3.6123,35.7350,9.2005,2.1141,239.5100,38.870,50.7670,1.7496,40.140,1.2854,7.9548
2005-05-09,3.76000,1.6588,1.9559,3.1839,1.5876,1.5476,10.6138,0.57910,29.850,7.4412,93.6658,15.6466,0.68150,,9.9993,7.3250,249.50,12160.36,5.6440,55.7160,82.84,135.46,1283.55,3.45280,0.6962,11.2013,0.4293,14.0685,4.8730,8.1265,1.7552,69.346,4.1197,3.6079,35.6460,9.1823,2.1084,239.5000,38.645,50.7040,1.7383,40.044,1.2824,7.8329
2005-05-06,3.76000,1.6622,1.9559,3.1841,1.6058,1.5485,10.7156,0.57930,29.899,7.4433,93.3508,15.6466,0.68205,,10.0897,7.3440,249.68,12283.47,5.6408,56.2380,83.07,135.71,1292.24,3.45280,0.6959,11.1256,0.4293,14.1628,4.9198,8.1115,1.7612,69.946,4.1310,3.6179,35.9880,9.1633,2.1244,239.5300,38.760,51.0330,1.7476,40.336,1.2947,7.7886
2005-05-05,3.75000,1.6589,1.9559,3.1903,1.6158,1.5457,10.7214,0.57970,29.961,7.4449,93.3415,15.6466,0.68070,,10.0960,7.3460,248.91,12319.25,5.6462,56.2540,83.14,135.28,1295.01,3.45280,0.6958,11.1059,0.4293,14.2052,4.9239,8.1119,1.7635,69.880,4.1542,3.6326,35.9900,9.1680,2.1194,239.5300,38.804,51.1240,1.7352,40.344,1.2954,7.7365
2005-05-04,3.75000,1.6652,1.9559,3.2149,1.6176,1.5410,10.7206,0.58080,30.148,7.4439,93.4013,15.6466,0.68175,,10.0920,7.3500,250.05,12318.30,5.6516,56.3200,82.95,135.21,1294.91,3.45280,0.6961,11.0917,0.4293,14.1970,4.9220,8.1115,1.7712,70.043,4.1950,3.6231,35.9950,9.1718,2.1181,239.4800,38.890,51.1380,1.7534,40.400,1.2953,7.8145
2005-05-03,3.73000,1.6625,1.9559,3.2270,1.6153,1.5438,10.6403,0.58230,30.323,7.4443,92.9641,15.6466,0.67995,,10.0226,7.3550,251.55,12258.20,5.6232,56.0510,82.24,135.23,1288.81,3.45280,0.6961,11.0800,0.4293,14.1951,4.8852,8.1440,1.7731,69.712,4.2295,3.6230,35.7850,9.2249,2.1078,239.5500,39.270,50.8270,1.7673,40.212,1.2856,7.8801
2005-05-02,3.74000,1.6481,1.9559,3.2385,1.6189,1.5402,10.6461,0.58230,30.385,7.4454,94.0027,15.6466,0.67625,,10.0288,7.3550,252.05,12264.87,5.6216,56.0540,81.20,135.54,1287.71,3.45280,0.6961,11.0787,0.4288,14.2198,4.8878,8.1365,1.7621,69.557,4.2637,3.6226,35.7580,9.1994,2.1067,239.5800,39.345,50.8300,1.7838,40.228,1.2863,7.8403
2005-04-29,3.77000,1.6565,1.9559,3.2823,1.6191,1.5374,10.7239,0.58180,30.499,7.4460,93.3753,15.6466,0.67750,,10.1017,7.3620,252.51,12386.89,5.6594,56.3070,81.67,136.24,1291.94,3.45280,0.6961,11.0988,0.4293,14.3676,4.9236,8.1430,1.7669,70.130,4.2715,3.6180,35.9890,9.1805,2.1191,239.5800,39.435,51.1100,1.8031,40.523,1.2957,7.9067
2005-04-28,3.75000,1.6591,1.9559,3.2527,1.6172,1.5397,10.6808,0.58180,30.520,7.4470,93.1612,15.6466,0.67730,,10.0646,7.3650,252.09,12362.99,5.6379,56.3330,82.30,136.63,1293.86,3.45280,0.6961,11.1031,0.4291,14.3627,4.9038,8.1450,1.7756,70.197,4.2712,3.6174,35.8800,9.1413,2.1250,239.5800,39.863,51.0600,1.7893,40.555,1.2905,7.9202
2005-04-27,3.75000,1.6654,1.9559,3.2660,1.6121,1.5434,10.6932,0.58200,30.225,7.4472,93.2322,15.6466,0.67960,,10.0761,7.3750,249.52,12351.52,5.6456,56.5020,82.36,137.35,1295.75,3.45280,0.6961,11.1039,0.4294,14.3465,4.9095,8.1270,1.7917,70.253,4.2197,3.6160,35.9250,9.1403,2.1290,239.6100,39.620,51.1430,1.7763,40.630,1.2920,7.8992
2005-04-26,3.77000,1.6661,1.9559,3.2725,1.6112,1.5418,10.7437,0.58210,30.247,7.4489,93.5137,15.6466,0.68115,,10.1235,7.3850,249.23,12572.10,5.6627,56.6130,82.46,137.54,1296.54,3.45280,0.6962,11.1029,0.4298,14.3379,4.9327,8.1315,1.7831,70.519,4.2054,3.6183,36.0350,9.1453,2.1384,239.6100,39.695,51.2570,1.7662,40.774,1.2981,7.9119
2005-04-25,3.77000,1.6637,1.9559,3.2949,1.6082,1.5441,10.7313,0.58210,30.355,7.4490,93.4532,15.6466,0.67865,,10.1095,7.3940,249.98,12641.85,5.6562,56.6180,82.09,137.31,1295.30,3.45280,0.6962,11.1228,0.4294,14.3698,4.9270,8.1550,1.7746,70.114,4.2033,3.6148,36.0050,9.1523,2.1343,239.6100,39.800,51.0930,1.7720,40.671,1.2966,7.8714
2005-04-22,3.80000,1.6773,1.9559,3.3277,1.6148,1.5435,10.8232,0.58220,30.278,7.4497,94.3578,15.6466,0.68285,,10.1943,7.3860,249.15,12652.00,5.7040,57.1420,81.46,138.96,1313.06,3.45280,0.6959,11.1228,0.4302,14.4090,4.9692,8.1625,1.7911,70.845,4.1820,3.6000,36.2500,9.1704,2.1540,239.6100,39.590,51.5950,1.7762,41.199,1.3077,7.9280
2005-04-21,3.79000,1.6872,1.9559,3.3304,1.6226,1.5427,10.8075,0.58220,30.196,7.4494,94.2788,15.6466,0.68475,,10.1844,7.3800,248.20,12633.62,5.7037,57.0920,81.75,140.27,1314.03,3.45280,0.6961,11.1095,0.4304,14.4626,4.9619,8.1560,1.7976,71.238,4.1701,3.6129,36.1940,9.1855,2.1564,239.6100,39.535,51.7160,1.7813,41.186,1.3058,7.9636
2005-04-20,3.79000,1.6840,1.9559,3.3414,1.6162,1.5440,10.8000,0.58220,30.205,7.4518,94.1777,15.6466,0.68130,,10.1775,7.3830,248.23,12508.12,5.7025,57.0050,81.62,139.50,1316.51,3.45280,0.6959,11.1042,0.4300,14.4287,4.9585,8.1865,1.7987,70.954,4.1577,3.6330,36.1860,9.1923,2.1508,239.6100,39.500,51.4020,1.7730,41.101,1.3049,8.0372
2005-04-19,3.79000,1.6947,1.9559,3.3804,1.6209,1.5450,10.7561,0.58220,30.429,7.4529,93.6318,15.6466,0.68070,,10.1357,7.3650,250.40,12443.67,5.6890,56.8430,81.88,139.54,1317.53,3.45280,0.6960,11.0998,0.4298,14.4351,4.9384,8.2075,1.8086,70.731,4.2082,3.6305,36.1000,9.2005,2.1472,239.6300,39.825,51.3950,1.7890,41.037,1.2996,8.1098
2005-04-18,3.78000,1.6900,1.9559,3.4035,1.6193,1.5476,10.7321,0.58250,30.190,7.4536,93.4474,15.6466,0.68320,,10.1129,7.3820,248.47,12422.39,5.6826,56.7310,81.78,139.60,1322.24,3.45280,0.6959,11.1019,0.4300,14.4310,4.9274,8.2200,1.8119,70.897,4.1916,3.6138,36.0600,9.1770,2.1470,239.6100,39.595,51.3170,1.7934,41.101,1.2967,8.1469
2005-04-15,3.75000,1.6717,1.9559,3.3365,1.6000,1.5532,10.6502,0.58280,30.096,7.4531,93.1780,15.6466,0.68200,,10.0354,7.3800,247.75,12272.21,5.6546,56.3090,80.97,139.08,1315.75,3.45280,0.6959,11.0686,0.4296,14.3392,4.8897,8.2320,1.7994,70.291,4.1425,3.6248,35.8650,9.1785,2.1340,239.6700,39.246,51.0750,1.7776,40.795,1.2868,8.1191
2005-04-14,3.72000,1.6598,1.9559,3.2972,1.5956,1.5547,10.6105,0.58290,29.963,7.4517,93.5601,15.6466,0.68135,,9.9982,7.3750,246.87,12204.64,5.6272,56.0560,81.17,138.64,1303.28,3.45280,0.6959,11.0597,0.4294,14.2268,4.8715,8.2465,1.7719,69.773,4.1218,3.6252,35.6950,9.1680,2.1215,239.7000,38.890,50.9430,1.7472,40.546,1.2820,7.9455
2005-04-13,3.76000,1.6598,1.9559,3.3084,1.5979,1.5499,10.6949,0.58290,29.912,7.4500,93.2611,15.6466,0.68335,,10.0783,7.3910,246.15,12253.29,5.6684,56.5490,81.60,138.71,1306.93,3.45280,0.6960,11.0931,0.4299,14.2983,4.9103,8.1910,1.7852,69.876,4.0873,3.6085,35.9150,9.1515,2.1233,239.6900,38.686,51.0420,1.7373,40.755,1.2922,7.9176
2005-04-12,3.78000,1.6738,1.9559,3.3579,1.6022,1.5494,10.7470,0.58290,29.893,7.4502,93.5699,15.6466,0.68540,,10.1272,7.3950,245.93,12318.87,5.6770,56.7320,80.47,139.97,1315.90,3.45280,0.6960,11.0915,0.4303,14.4079,4.9342,8.1760,1.7983,70.346,4.0793,3.6176,36.0630,9.1578,2.1388,239.7100,38.660,51.5110,1.7467,40.993,1.2985,7.9634
2005-04-11,3.78000,1.6745,1.9559,3.3433,1.5927,1.5489,10.7354,0.58290,29.897,7.4491,94.2447,15.6466,0.68640,,10.1166,7.3950,245.87,12309.48,5.6653,56.6940,79.51,139.76,1316.56,3.45280,0.6961,11.0958,0.4304,14.3792,4.9289,8.1730,1.8002,70.400,4.0879,3.6359,36.0300,9.1703,2.1394,239.7200,38.720,51.3650,1.7507,40.932,1.2971,7.8754
2005-04-08,3.73000,1.6717,1.9558,3.3292,1.5749,1.5505,10.6096,0.58300,29.945,7.4489,92.7326,15.6466,0.68590,,9.9979,7.4020,245.96,12178.05,5.6067,56.0490,78.72,139.46,1301.38,3.45280,0.6963,11.0713,0.4300,14.3229,4.8711,8.1635,1.7976,69.985,4.1110,3.6447,35.7250,9.1597,2.1288,239.7200,38.825,50.8960,1.7335,40.528,1.2819,7.9483
2005-04-07,3.77000,1.6798,1.9559,3.3513,1.5746,1.5497,10.6957,0.58330,29.958,7.4493,93.8516,15.6466,0.68740,,10.0790,7.4110,246.40,12263.93,5.6422,56.4790,78.94,139.84,1308.45,3.45280,0.6962,11.1153,0.4304,14.4861,4.9106,8.1620,1.8057,70.398,4.1081,3.6447,35.9630,9.1478,2.1383,239.7000,38.900,51.1960,1.7354,40.791,1.2923,7.9137
2005-04-06,3.75000,1.6804,1.9558,3.3570,1.5708,1.5508,10.6436,0.58420,29.956,7.4500,92.9022,15.6466,0.68505,,10.0302,7.4150,247.23,12191.28,5.6117,56.2050,78.76,139.75,1303.23,3.45280,0.6961,11.0665,0.4298,14.4483,4.8867,8.1670,1.8092,70.376,4.1273,3.6492,35.8450,9.1612,2.1378,239.6800,38.915,50.8720,1.7462,40.602,1.2860,7.8774
2005-04-05,3.75000,1.6758,1.9558,3.3748,1.5683,1.5541,10.6022,0.58460,29.995,7.4500,92.7060,15.6466,0.68410,,9.9914,7.4190,247.44,12163.10,5.5980,56.0330,78.32,139.16,1303.42,3.45280,0.6961,11.0578,0.4299,14.3496,4.8677,8.1640,1.8188,70.231,4.1297,3.6449,35.7900,9.1765,2.1329,239.7000,38.935,50.7900,1.7515,40.454,1.2810,7.9995
2005-04-04,3.77000,1.6777,1.9441,3.4354,1.5691,1.5535,10.6626,0.58460,30.020,7.4502,93.0266,15.6466,0.68700,,10.0480,7.4250,247.36,12219.53,5.6303,56.3420,78.43,139.18,1305.60,3.45280,0.6961,11.0800,0.4302,14.4162,4.8954,8.1980,1.8214,70.631,4.1113,3.6498,35.9380,9.1818,2.1456,239.6800,38.885,50.9390,1.7564,40.686,1.2883,7.9968
2005-04-01,3.79000,1.6803,1.9558,3.4711,1.5736,1.5527,10.7255,0.58400,30.031,7.4502,93.8441,15.6466,0.68665,,10.1063,7.4220,247.25,12272.17,5.6533,56.6830,78.59,139.07,1306.01,3.45280,0.6960,11.0886,0.4304,14.4754,4.9243,8.1950,1.8239,70.944,4.0876,3.6627,36.1150,9.1687,2.1449,239.7000,38.750,50.7450,1.7521,40.687,1.2959,8.0119
2005-03-31,3.79000,1.6763,1.9559,3.4662,1.5737,1.5486,10.7303,0.58460,29.955,7.4495,93.8233,15.6466,0.68850,,10.1110,7.4170,247.20,12274.89,5.6506,56.6830,78.64,138.44,1316.49,3.45280,0.6960,11.0912,0.4306,14.5086,4.9250,8.2060,1.8237,71.199,4.0807,3.6767,36.1404,9.1430,2.1377,239.7300,38.672,50.6500,1.7572,40.850,1.2964,8.0898
2005-03-30,3.78000,1.6790,1.9559,3.4827,1.5685,1.5513,10.7129,0.58450,30.085,7.4493,93.3608,15.6466,0.68770,,10.0949,7.4375,247.15,12305.18,5.6627,56.6390,79.33,139.13,1324.72,3.45280,0.6959,11.0982,0.4305,14.5607,4.9195,8.1860,1.8266,70.899,4.1118,3.6677,36.0352,9.1325,2.1374,239.7000,38.870,50.9620,1.7846,41.142,1.2943,8.1941
2005-03-29,3.77000,1.6736,1.9558,3.5157,1.5683,1.5522,10.6989,0.58430,30.205,7.4493,93.5749,15.6466,0.68995,,10.0821,7.4430,248.25,12300.32,5.6499,56.6240,79.43,138.61,1317.42,3.45280,0.6960,11.0739,0.4307,14.5970,4.9098,8.2190,1.8203,70.617,4.1571,3.6429,35.9852,9.1197,2.1348,239.7100,39.148,50.7130,1.8019,41.051,1.2926,8.2239
2005-03-28,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-
2005-03-25,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-
2005-03-24,3.79000,1.6803,1.9558,3.5411,1.5809,1.5538,10.7452,0.58420,30.097,7.4497,93.9095,15.6466,0.69440,,10.1258,7.4520,247.28,12217.01,5.6411,56.7420,79.68,138.10,1315.73,3.45280,0.6960,11.0908,0.4314,14.6373,4.9335,8.2000,1.8211,70.368,4.1207,3.6600,35.9467,9.1087,2.1383,239.6800,39.035,50.4970,1.7575,40.843,1.2982,8.0565
2005-03-23,3.80000,1.6790,1.9559,3.5711,1.5834,1.5557,10.8015,0.58420,30.078,7.4491,94.2345,15.6466,0.69460,,10.1786,7.4635,247.70,12272.12,5.6598,57.0420,79.77,137.70,1316.09,3.45280,0.6961,11.1079,0.4316,14.6692,4.9585,8.1818,1.8016,70.690,4.1198,3.6311,36.1378,9.1114,2.1393,239.6700,39.120,50.4560,1.7776,40.927,1.3050,8.0879
2005-03-22,3.85000,1.6709,1.9559,3.5835,1.5872,1.5523,10.9049,0.58380,29.905,7.4480,94.7655,15.6466,0.69410,,10.2762,7.4825,246.03,12378.39,5.6859,57.5510,78.65,138.45,1330.15,3.45280,0.6961,11.1319,0.4324,14.7942,5.0067,8.1735,1.7855,71.313,4.0630,3.6449,36.3268,9.1392,2.1538,239.6800,38.775,50.9100,1.7606,41.351,1.3175,8.0058
2005-03-21,3.85000,1.6751,1.9559,3.6148,1.6001,1.5516,10.9248,0.58340,30.144,7.4476,94.8303,15.6466,0.69410,,10.2947,7.4700,247.15,12414.60,5.6998,57.7100,77.49,139.09,1331.91,3.45280,0.6962,11.1263,0.4324,14.8119,5.0157,8.1400,1.7867,71.480,4.1267,3.6367,36.3990,9.1371,2.1524,239.6900,38.895,50.9320,1.7768,41.301,1.3199,8.1141
2005-03-18,3.88000,1.6802,1.9558,3.6174,1.6027,1.5495,10.9910,0.58340,29.749,7.4478,95.1408,15.6466,0.69345,,10.3552,7.4508,245.66,12435.75,5.7245,57.8990,78.08,139.28,1334.54,3.45280,0.6962,11.1480,0.4324,14.9051,5.0474,8.1280,1.7951,72.157,4.0675,3.6276,36.5488,9.1144,2.1613,239.7000,38.280,51.1640,1.7546,41.366,1.3279,8.0401
2005-03-17,3.91000,1.6876,1.9558,3.7101,1.6140,1.5471,11.0730,0.58310,29.978,7.4474,95.6437,15.6466,0.69590,,10.4346,7.4550,247.84,12527.03,5.7698,58.3370,78.24,139.72,1338.94,3.45280,0.6961,11.1670,0.4326,15.0576,5.0844,8.1410,1.8010,72.353,4.1171,3.6670,36.7632,9.1023,2.1717,239.6800,38.775,51.5130,1.7886,41.597,1.3378,8.2177
2005-03-16,3.90000,1.6906,1.9559,3.6812,1.6094,1.5462,11.0688,0.58280,29.850,7.4472,95.7062,15.6466,0.69600,,10.4305,7.4370,246.08,12488.64,5.7709,58.2510,78.71,139.33,1342.38,3.45280,0.6961,11.1492,0.4325,15.0177,5.0822,8.2010,1.8065,72.053,4.0691,3.6153,36.7668,9.0900,2.1683,239.7000,38.461,51.4100,1.7783,41.492,1.3373,8.1594
